artist_name,track_name,release_date,lyrics,neg_sentiment,neu_sentiment,pos_sentiment,com_sentiment
new edition,count me out,1985,fella parade asked gon outro mean friend please park cause wherever love hang edition saving well tell til ease intro could kiss tresvant say surprised verse look ta ca leave get new outembed ball bobby na got going want squeeze ralph man save wan dark refrain bring rain tonight girl hoo count girlfriend ooh go baby personality bridge young way yes lovin spend little play sweet time brown gang need movie feel hold tease,0.037,0.635,0.328,0.9764
ahmad jamal,time for love,1985,hop dead middle track rockpete overwhelmed came structure vibe early purest mind produced added producer professor jazz brother version ' premier mood large offered hear actually record whole additionally saxophone containing love spooky onelove voice byrd soul tell rock extremely interpolation synthed braggadocio soundscape fun lighten draw vol crazy higher strong inclusion sampled joe best world flight intro suite premierpossibly ahmad write chance iconic toned drum give piano primo verse guitar billy production sample fact lane digest influential ny portion even hard halftime incredible japanese break conversation consistent founding hook single jacksonriff dj new tambourine school creating mountain section worked state like synths light capture boy breakdown kool saying professorthe rhyme illmatic melody originally na swirling going michael gangdrums mystical audience lyricist hip music collaborator beginning bass smilin ii process red pro explore crush la one member lower background heath come feature work long travelin add three dance passed memory castwhile provides instrumentals jamal rain beat contains knew open special gary instrumental alternate double mix pete main element mentor composition clarkvocals blue inspiration slow hair know shouting source part end trio clarke donald complimenting talk stanley scratch song flow sounding underground without another shit first note tone created time said classic looped jackson multiple ever gang shed york human need sound known feel told hypnotic also white average mysterious describes nature though group xtra smoothly form mellow professorthis emcee trumpet horn two vocal parliament pt throughout busta emphasized chamber bandbass,0.044,0.809,0.147,0.9803
capleton,chalice,1994,shine blood poverty never bad forty cho mind run people drеadlocks ting heart million premier pure hear cause yuh levy bundle blaze slam thing reach cylinder well eye leggo chat tell hour secure nah wen strong jus reap wi best buju youth mek coward intro khaled hunting fi rich gas plan banton safe step pour verse look land corrupt place sample fyah mouth gong ca amazon murda hey hard leave would haffi bullet dj sey huh wah seh ayy cross roll floor mount like rastaman embed natty hand barrington bakkle equal clean stop di line load light empowerment dis food wе ask unu inside hot street alright league killer music mess revolutionary cup retreat capleton stand jamaica man bwoy bluff find better one bounty see opps come mask hammer long shower zion dem cost fight dreadlock bangarang anywhere sow cold trust rain beat weed dat beacon mine touch black arsenal ooh go money know bridge right fire tek ganja door sun blap rastafari lowe mi question anytime spliff another rest play crime kno inna big pop ever need cal babylon warning sixty brave shining nation vampire pas congo anyting nuh scorch locs chalice,0.138,0.643,0.219,0.9631
lady saw,give me the reason,1996,frustration asked history sane seemed female mind others name room people concentrate converting friend wake something hypnotized son consists distant list forgot person nineteen felt cause reaction recollection love thing became descriptively voice every tell hour walked calm made remember ai opened spoke back crazy went judged hatred still world swarmed telling hooked drag mother could night start presence kiss paper machine subconscience calmed held dr give tried making verse stage jumped struggling storm life place hope persist fact ca even happy would brought strapped lady fast hook suppressed jumping righteous picture nothing alarmed wondering deciphered tore like eye seat cry hand heard em tear outshine emotion going sparked due child head redeemed show face started trying optic stand laugh man certain folded wife normal found exist visit empower recognize family one reminiscing evaluation see listen period missing come bed amnesia work puzzle thought mirror memory smiling word mystery scripture forget raise woman bring knowing needle wild hypnotist screamed pace coming recall twenty reason know gain try young different wrapped right part based clapping instantly way prove arm extreme men vivid looked blurred begin dude handed figure somebody saw another evil match case understand hate time said familiar move wind doctor shed nobody realized feel told day gust fantasy suffering dope gave though diversify mad hold overheard sung amnesiaembed around feeling diagram began,0.138,0.699,0.163,0.7215
bone thugs-n-harmony,buddah lovaz,1995,bone sack thuggin ya wish buzzed flesh balance upon make maintain rightways reefer blaze love fucked every well number thug intro night hit skunk heaven puttin keep takin grew lovaz give verse hydro nothin tweed ta casing ca choke hey happy hook straight bullet blunts get trunk brew school bag like showed steadily line kind got krayzie high drunk find let come sendin box rollin sneakin chokin tonight thang double bizzy sowinski mine stream really go true swiggin slaughter buddah remain hittin losin follow water smoke wo layzie shit fool crime howling time smokin wine bud ohuhuh nigga glad learn wit,0.15,0.62,0.23,0.835
m?tley cr?e,tonight (we need a lover),1985,viper home slacked bent never lick slug bottle dame name ya gon brother perm ruin friend pretend yeahhayyy much rockin chain hear cause satisfy wifin love maybe doe infamous hood later wanted caseloads tell fun ai whassup back affection tail thug language whichever still durr intro hit keep safe hon give haze nuttin yah verse tree havoc easy car relax place fact check even scare good leave hook straight grammar six response get tryin changed baines new thangs creep easily like respect whatever bar dig twist na got used tight lock spot call party show playa nelly want purr lover man window better whattup crib wan lot country let witcha however one comin see prefer come dodge game long dance burn kick uhhhh word limit duck trick rain beat bring away whip girl tonight elliott sir wifey strength double dough dunn yeahhh really girlfriend drink blue money baby know try go right part end everything way anyone take spend aiy lookin okay champagne laterembed begin yeahh wooooooooo little teachin free split wiper great time prodigy pop sho need hater feel dividend though jar vehicle learn fo windshield tailored peso range sniper rather sayin quarter missy two gator beast many derrty babe,0.069,0.679,0.252,0.9924
terror fabulous,action,1993,home cho chemistry mind tender gon talking nuff make bruk chain sutherland action cause reaction whole beware love house every well think chat hour playin nah jockey brassier affection enuh intro hmmmmmm night fi fine hardcore satisfaction say step verse sympathize heap insane mouth bully good nadine bag war like embed stop dis bawl erase tear flowing brain de call caress terror joke want lover man loving bedroom pain one comin must come work dem thought ovum watch woman use rain girl wha mix stone go bridge right ruff fear agony lovin mi fabulous ital holler worth gal understand sweet time inna big wine need angel fallin feel phone mad care waan nuh,0.183,0.551,0.266,0.9042
warren g,do you see,1994,home die american act clique slowly past name homie jacking throwing ya hog tired jacked create put make thick maintain hear muthafucka thing apple every hood well rock remember ai fly back pay nate crazy far went grimm dogg attention intro wayside pie say father kicking verse look atmosphere skinny fuck banging ta shoulder ca sky getting hard even answer would straight get dj changed nothing wondering roll mama like bright smacked eye handle serving stop snoop saying rhyme hectic na street got mack used live reassure spot trying growing kept older vip wan let recognize one warren year see always game long unbelievable holla chose trust knew dragging wild since mine really sunny blue go cope know stay try young different right done clear nut way rolling talk take slanging alone muthafuckas wo servin victim question everywhere figure another little shit thinking fool time said gang hookas need paid ever conversate nigga phone real told day dope gil mista cut many provided mothafuckas america changing totally,0.147,0.706,0.147,-0.0388
bounty killer,down in the ghetto,1994,mighty shilling echo strain pressure outro heart nuff gun bloodsport put make much release blame rice jane shane hear chain hall whole hollow pocket thing hurt caught every well turn pon tell nah local back gunshot flush import still world youth mek intro skin mother weh buy prejudice start rich support fi killing sing say father give fame believe verse false whether happen lane shot ca check hey good contain haffi get train like shamed respect chicken sell eye wicked weak di kilo foot everyday street politician brain killer ghetto mercy foreign head mobilize want bump spinembed man left find carry better poor public one bounty le king game coke long dem giddy cold bring rain use innaculate crack main twenty black go know pound shame right yes point take mi none song wickedest another fling chin called inna cocaine tame god feel white fall concord wong spin enough willing lou plane waan nuh queen kill,0.224,0.594,0.182,-0.8675
a tribe called quest,we can get down,1993,hop rap standing die never escape grape hopper present waste phife ya condemn ron people rev barry talking city outro heart mean put make bap rhythm much release consists uptown pushing love house every soul force critic boom ill cherry joe dawg define tape knapsack youth album hit plan drive blending reverend keep drum crushing safe poetry busting verse focused represent energy candy steel phatter mandela ca rakim check tribe good sometimes hat thrive pack lady hook straight get breed quest roll opposite cream like hand devote sexual microphone rhyme italian inside na polo claiborne going got used street mystic mayor unite hip music show lover man wall slew high wan let member bogus see listen body schmoe three kick thought dream trash rapper closing smoking mc pulsate trick away preach weed girl reality crack loot style deep trade black seem go liz know stay doublemint matter grade end jam yes way negativity positivity talk take smoke meaning wo shop forum flow timbo half old free shit enhance shaheed called chatter mic hum time beating pop muhammad nobody sound nigga real ice average grow snare four stepping jarobi scratching ali top crew competition skilled hoof many around shotty cap foe,0.129,0.684,0.188,0.9285
aaliyah,back & forth,1994,r. intro hit night na got going alright mentality aaliyah music keep forth party show friday funky jazz outro verse stage thinking ripping fade wan let upon make air groove movin time see mmm swing come move wave ready mood check hey moving dance formality feel kelly get beat dj bring pick train floor tonight girl care soul tell like hand mellow throw stop go personality know back bridge grooving scene around,0.043,0.765,0.192,0.91
queen latifah,just another day...,1993,home act pray chill close name gon strap bigger pressure people outro brother jacked wreckin dt put wake watching son tie hear page uptown playing latifah sketched cop bow hood mom halsted every well stray beautiful neighborhood fun chalk back gunshot strong peep trigger tape intro flavor hit knowledge bean pie heaven cuttin stomach say step give wrong verse stage land easy life nothin ta sight rule ca check getting hey good hooray flex next hat pump cruise get claim cuff front laughter stop fiend whatever selling walk glock plain na got brain pool call head fake show slightly chest living shoot wan better let one lot come harrison game hoping prop passed final dream perspective slip tonight girl mine wet beeper reason protection blue go block vacation stay true shame know right tec way remain today talk take died ache okay muthafuckin old another without little feelin kid case clip play fool cool hill finger time seven rhymin pop direction need sound nigga feel phone woo real day morgan yet stuyvesant fever around queen jimmy threat dana,0.135,0.639,0.227,0.9599
warren hill,your place or mine?,1993,failed rap dead inclined came never act adept image mind cloud justus naïve people corner talking brother terrible put please make air thick careful blame chain cause test felt playing love caught house fasho kin fair well shampoo south soul uniform turn speaking emmit made remember nah ai back instead went heal still skin drag frame savage pistol paper keep say held step despair legislate believe court look represent tree bind mmmmmh false life neva crystal place hope ta execute shoulder ca check holding hard good sheet naive careless feeling fitted granny get bag couple like lynch sell respect load line saved em palm weather selling field saying inside yea youngin na crushed got child party man stolen find carry read wan let dark one careembed warren mob see looking game hol difference thought dream fight dont forget watch use whip bout tryna rocking played along mine deep really stone go money know true till might broken everything way talk bill problem everywhere sport winning worth taking diamond heavy kid hate play fool crime hill time beverly badu ever need paid compared nigga baggage god real incarcerated day chasing dollar prison thin care comfy enough throw sham dealing around condition kill,0.22,0.573,0.208,-0.8039
rub?n blades,no?,1984,ghost fuckin sittin stuff never bad loved tit dick latched ya gon people strap overcome mean gun please make son cocked dumb slit police violent whole dump maybe choose hurt dropped caught momma fucked fucking mom sick charlie well think tell revolver yum draw kamikaze back daughter sharp tape spray goin foster control hit could kiss gas hobby jeez gone broke stomach cunt mmmm happened removed lip father wrong cheek fuck look exhausting awful car sorta mouth stick rule choke leave wut coffin straight pump twice bruit get tryin cruise huh nothing floor like embed seat cean barbeque laughter stop hell pumpin em boy causin cum abusin slut yor na used killer dyin luck pissed call razor want rib suckin man rub shoot punch aborted karate one skull mob comin body listen vodka long coke cost sip thought wrist lose confused enslaving snap loss use hhaa beat mmaybe blade cared numb fist double coming yuck appalling baby know livid end done weird sorry faggot point dad knife take martyr bye follow skew wood buddy saw falling little shit shavin guess kid feelin marijuana learned aimed cryin struck time move ever doctor delicious quick god hottie monster feel thnk dollar mad dumpin learn wit hide everybody enough ur dinner truck harm bastard bitch gross babe shotty killin tum kill quiet bash,0.407,0.507,0.086,-0.9985
en vogue,hip hop lover,1992,hop rap stepped vogue asked hooking mental others run name terry set missed make jerkin cutie freestyle stare love clothes remember headed fly strong far snuck intro night kiss sale boot pie broke say step give funky verse club look playng mile car ca good hat conversation cute huh floor like wayne embed eye drop stop ask walk politely na got hip minute lover laugh leather country dawn one see comin come swung dance thought may knew beat thang girlfriend tip baby know young bridge en hittin bit okay harder tag little brown ever quick blinked dope glad smack wore maxine pas combat,0.098,0.638,0.264,0.9723
bounty killer,can't beat we,1994,awaken dead copycat legend blood came sheesh tsukyomi sauce pray kuro sage run name waste ya become people mangekyo brother infinite heart set create thats friend lil drip sausukes favor fateful hear asura crow army cause bird cypher hayden blaze especially ima fair later lineage tragic stray uzi soul force opponent neither made propagate clan story sheen back tobi nightmare flame akatsuki peep far ill til went surround ninja im world cast control lie leaf rich start gas alliance chance fought wavelength kage gone affecting keep space sweat seeps tick shoutout flash anime making look gaze fade life sight overpowered iamchriscraig trayefreezy ca getting hard sh copy death would pack leave lady fast straight coup six nowhere get lone reform new jvst itachi villain creep war captain like eye bond hand bodied weak stop hole metal em ask ahura bar counter inside pickled flicker filler foot na protect got wait fickle used killer de blast drowned chakara call mess susano head face want shinobi feud sheep pro red kept stand older left chest guide better dark hokage heat wan あかめ one bounty see body uchiha cuz zone mask coincides raze thrown always holster fold lay dance thought thank fight kakashi virus arrivedembed final resolve cold watch away beat stance open wild covenant strength fist stone really issue destroyer know join took part way door arm spittin team star power alone bit flick wear courting okay wo village attack 赤目 song taking old jixplosion without evil battlefield first rest wrath time mic scrap lobby survivor pop motherb wave need strongest dip choice day fall vein gave superhuman konohamaru killed hashirama rebel clasp shiver everybody top flip pas prepared grace ascend shisui build running sakura daddy conflict foe,0.186,0.626,0.187,-0.6894
