artist,title,year,lyrics,neg_sentiment,neu_sentiment,pos_sentiment,com_sentiment
george jones,my mom and santa claus,1962,"My Mom and Santa Claus Lyrics(I saw momma kissin' with santa claus, kissing with santa claus
Around, and around and around.)
Well, I saw mommy in her night gown, she was jumpin' all around
Neckin' with old Santa Claus
The records kept a-playin' and mommy kept a-sayin'
Old Santa wasn't built for the cause
His tummy kept a-shakin' and mommy kept a-makin'
Jokes about the look in his eye
I'll make a little bet, I'll never forget
Mommy dancin' with Santa that night
Well, it was Christmas night and all was quiet
And I was in my bed asleep
And somethin' woke me from the other room
So I thougt I'd better take a little peek
I sneaked up to the opening hole
And took a little look inside
And the sight I saw out jumps the soul
I'd a-liked to jumped out of my hide
There was my mommy in her night gown, she was jumpin' all around
Neckin' with old Santa Claus
The records kept a-playin' and mommy kept a-sayin'
Old Santa wasn't built for the cause
His tummy kept a-shakin' and mommy kept a-makin'
Jokes about the look in his eye
I'll make a little bet, I'll never forget
Mommy dancin' with Santa that night
--- Instrumental ---
Well, then I cracked the door, I stuck my head inside
And tried to get a better view
And then I stubbed my toe when I fell inside
But I got another look or two
There was my mommy in her night gown, she was jumpin' all around
Neckin' it with old Santa Claus
The records kept a-playin' and mommy kept a-sayin'
Old Santa wasn't a-built for the cause
His tummy kept a-shakin' and mommy kept a-makin'
Jokes about the look in his eye
I'll make a little bet, I'll never forget
Mommy dancin' with Santa that night. (dancin' with Santa Claus.)
Mommy kept a-dancin', Santa kept a-dancin'
Mommy kept a-dancin', Santa kept a-dancin'
Mommy kept a-dancin'...Embed",0.008,0.929,0.062,0.9045
frank patterson,when irish eyes are smiling,1962,"When Irish Eyes Are Smiling LyricsWhen Irish eyes are smiling
Sure, it is like a morning spring
In the lilt of Irish laughter
You can hear the angels sing

When Irish hearts are happy
All the world seems bright and gay
And when Irish eyes are smiling
Sure, they steal your heart away

When Irish hearts are happy
All the world seems bright and gay
And when Irish eyes are smiling
Sure they steal your heart awayEmbed",0.054,0.487,0.46,0.9933
frank patterson,danny boy,1962,"Danny Boy LyricsOh, Danny boy, the pipes, the pipes are calling
From glen to glen, and down the mountain side
The summer's gone, and all the roses falling
It's you, it's you must go and I must bide

But come ye back when summer's in the meadow
Or when the valley's hushed and white with snow
It's I'll be here in sunshine or in shadow
Oh, Danny boy, oh Danny boy, I love you so!

But when ye come, and all the flowers are dying
If I am dead, as dead I well may be
You'll come and find the place where I am lying
And kneel and say an Ave there for me
And I shall hear, though soft you tread above me
And all my grave will warmer, sweeter be
For you will bend and tell me that you love me
And I shall sleep in peace until you come to me!Embed",0.111,0.749,0.14,0.7568
johnny cash,he'll understand and say well done,1962,"He’ll Understand And Say Well Done Lyrics[Verse 1]
Give, when you give Him the best of your service
Tellin' the world that the savior has come
Be not dismayed if man don't believe you
He'll understand and say, Well done

[Chorus]
Oh, when I come to the end of my journey
Weary of life and the battle is won
Bearing the staff and the cross of redemption
He'll understand and say, Well done
He'll understand and say, Well done

[Verse 2]
Misunderstood the savior of sinners
Died on the cross, He was God's only Son
But He knew well that his Father in Heaven
Would understand and say, Well done

[Chorus]Embed",0.058,0.764,0.178,0.9225
lead belly,alberta,1962,"Alberta LyricsAlberta, Alberta
Where you been so long?
Alberta, Alberta
Where you been so long?
Ain't had no loving
Since you've been gone
Alberta, Alberta
Where'd you stay last night?
Alberta, Alberta
Where'd you stay last night?
Come home this morning
Clothes don't fit you right
Alberta, Alberta
Girl, you're on my mind
Alberta, Alberta
Girl, you're on my mind
Ain't had no loving
Such a great long time
Alberta, Alberta
Where you been so long?
Alberta, Alberta
Where you been so long?
Ain't had no loving
Since you've been goneEmbed",0.021,0.852,0.127,0.8937
lead belly,bull cow,1962,"Bull Cow LyricsHave you got you a bull cow
Feed him morning grass
Have you got you a bull cow
Feed him morning grass
Cause when them heifers come around
Enjoy, yas, yas, yas

If you got you a bull cow
Feed 'em and they go
If you got you a bull cow
Feed 'em then they go
But when them heifers leave him
You know he's gonna low
Oh, ha, ha, ha, ha
Ay, ha, ha, ha
Go, ha, ha, ha, ha
Ay, hay, hay, hay
But you know good and well, baby
Might be your heifer calf

If you got you a bull cow
He has a long line
If you got you a bull cow
Be there with a long line
But one 'em heifer leave him
You know they on daddy's mind

Oh, bull cow, where you been so long?
Ay, bull cow, where you been so long?
I've been all out in the country
With my big bell onEmbed",0.03,0.874,0.097,0.9171
johnny cash,i won't have to cross jordan,1962,"I Won’t Have to Cross Jordan Alone Lyrics[Verse]
When I come to the river at the ending of day
When the last winds of sorrow have blown
There'll be somebody waiting to show me the way I won't have to cross Jordan alone
I won't have to cross Jordan alone Jesus died all my sins to atone
In the darkness I see he'll be waiting for me I won't have to cross Jordan alone
Often times I'm weary and troubled and sad
When it seems that my friends have all flon
There is one thought that cheers me and makes my heart glad
I won't have to cross Jordan alone
I won't have to cross Jordan
Though the billows of trouble and sorrow may sweep
Christ the Saviour will care for his own
Untill the end of my journey my soul he will keep and I won't have to cross Jordan alone
I won't have to cross JordanEmbed",0.199,0.715,0.086,-0.9493
johnny cash,when i've learned,1962,"When I’ve Learned Enough To Die Lyrics[Intro]
When I've learned enough to really live
I'll be old enough to die old enough to die

[Verse 1]
I've met the Master on my knees
I was tested I was tried
I've seen the God of heaven
Paint the fields and country side

[Verse 2]
I've been the husband of one wife
Heard my newborn baby cry
But when I've learned enough to really live
I'll be old enough to die old enough to die
[Pre-Chorus]
I've always been a hard working man
No stopping place have I found
But when I'm tired I'm still inspired
At night when I lie down

[Chorus]
I've learned to kinda like this earth
Some time I wonder why
Because when I've learned enough to really live
I'll be old enough to die

[Bridge]
Old enough to die
When I've learned enough to really live
I'll be old enough to die old enough to die

[Pre-Chorus]

[Chorus]

[Outro]
Old enough to dieEmbed",0.225,0.715,0.06,-0.9902
johnny cash,god has my fortune laid away,1962,"God Has My Fortune Laid Away Lyrics(God has my fortune laid away)
Oh, the world is full of people with money just to burn
Affording all the things in life for which a man might yearn
Some can take life easy but I live from day by day
God has my fortune laid away
I search for sunshine every day but there always comes the rain
The hope over my horizon was smoke without a flame
Pockets that stay empty dreams that go astray
God has my fortune laid away
(God has my fortune laid away, laid away)
Oh, how often I have wondered why some things have to be
Some people live in riches while some live just like me
The more I try to work and save the more I have to pay
But God has my fortune laid away
(Laid away)
I search for sunshineEmbed",0.022,0.762,0.216,0.9874
claude king,you're breaking my heart,1962,"You’re Breaking My Heart Lyrics(You're treating me wrong you're breaking my heart)
The clothes that I wear are shabby and old but I'll never spend your silver and gold
Each night I'm alone we're drifting apart
You're treating me wrong you're breaking my heart
You've shattered my hopes my dreams are all gone my life is so bare how can I go on
You never will change it's too late to start
You're treating me wrong you're breaking my heart
( piano )
Once I was free the one in your dreams
But now that I'm yours you forgot me it seems
The things you have done have torn us apart
You're treating me wrong you're breaking my heartEmbed",0.148,0.651,0.201,0.886
jean shepard,i'd like to know (where people go),1962,"I’d Like To Know (Where People Go) LyricsThe lights are low the teardrops flow mis'ry is complete
I'd like to know where people go when they leave lonely street
Could there be such a place where you hurt too much to cry
Where broken hearts can never mend and I left alone to die
I love him so that's why I go where blues and mem'ries meet
I'd like to know where people go when they leave lonely street

Could there be such a place...
I'd like to know where people go when they leave lonely streetEmbed",0.227,0.626,0.147,-0.7351
jean shepard,are you certain?,1962,"Are You Certain LyricsAre you certain when you say you care do you love me with some love to spare
I'm gonna ease right out of the one side of love affair
So be certain when you say you care
Are you certain will your lips be true do you need me just as I need you
Don't wanna lose my heart and wind up all alone and blue
So be certain that your lips are true
Are you certain you see only me there's no other none a love can be
Say I'm the only one or I freeze and stay clear and free
So be certain you see only me so be certain you see only meEmbed",0.047,0.59,0.363,0.9932
claude king,little bitty heart,1962,"Little Bitty Heart LyricsThe strangest thing in all the world is a heart so small
It will just keep right on breaking if you ever let it fall
And I guess I've never known how to solve the mystery
Oh how a thing so tiny could control so much of me
A little bitty love can grow the strongest
A little bitty time away from you can be the longest
Oh how I wish I had never come to know how a little bitty heart can break so big
( ac.guitar )
I wish that I could find a way to get a heart that's new
I would lock it deep inside me just out of reach of you
But I guess there is no way how to solve the mystery
Oh how a thing so tiny could control so much of me
A little bitty love can grow...
How a little bitty heart can break so bigEmbed",0.016,0.798,0.186,0.9795
jean shepard,i don't remember,1962,"I Don’t Remember LyricsI don't remember much about him that's a lie I tell my heart
When I hear his name I'm not to blame if lonesome heartache start
I don't remember how I loved him when my dreams came through an end
If the teardrop falls it's just because a memory slipped in
I can't recall the way I cried when he made me second choice
I don't remember how I tried to erase the sound of his voice
I'd like to make myself believe this I know that lying is a sin
So each night I pray I'll see the day I don't remember him

I can't recall the way I cried...Embed",0.09,0.778,0.132,0.6742
don gibson,lonesome number one,1962,"Lonesome Number One Lyrics[Chorus]
Lonesome number one
Just call me lonesome number one
Although no titles have I won
Surely must be lonesome number one

[Verse 1]
Every love I've had has faded like a dew
And every one I wanted has wanted someone new
Heartaches hang around and always come
Surely must be lonesome number one
[Chorus]
Lonesome number one
Just call me lonesome number one
Although no titles have I won
Surely must be lonesome number one

[Verse 2]
Seems I'm always losing love just won't come near
Just when love gets close it always disappears
Sorrow always keeps me on the run
Surely must be lonesome number one

[Chorus]
Lonesome number one
Just call me lonesome number one
Although no titles have I won
Surely must be lonesome number one
Surely must be lonesome number oneEmbed",0.235,0.465,0.3,0.8402
